"CO","AB","FACID","DIS","FNAME","FSTREET","FCITY","FZIP","FSIC","COID","TS","HRA","CHINDEX","AHINDEX","DISN","CHAPIS","CERR_CODE","EMS","year","county","full_address","latitude","longitude"
"24","SJV","1397","SJU","PUSATERI NUT COMPANY","126 4TH ST","GUSTINE","95322","723","MER",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"93.99999678","2023","MERCED","126 4TH ST, GUSTINE, MERCED, CA",37.2597713,-120.9995022
"30","SC","19167","SC","R J. NOBLE COMPANY","15505 E LINCOLN AVE","ORANGE","92865","1611","ORA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"1.11828985","2023","ORANGE","15505 E LINCOLN AVE, ORANGE, ORANGE, CA",33.8365137,-117.8680598
"33","SC","113779","SC","R. J. NOBLE COMPANY","25225 MAITRI RD","CORONA","92883","8711","RIV",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.82757995","2023","RIVERSIDE","25225 MAITRI RD, CORONA, RIVERSIDE, CA",33.7563151,-117.4812531
"39","SJV","5000","SJU","RDJ FARMS DBA DANAMARK","7367 E MARIPOSA RD","STOCKTON","95215","723","SJ",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"791.9999957","2023","SAN JOAQUIN","7367 E MARIPOSA RD, STOCKTON, SAN JOAQUIN, CA",37.9127404,-121.1867358
"39","SJV","8844","SJU","RIVERMAID TRADING, CO.","6011 E PINE","LODI","95241","723","SJ",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"8159.379669","2023","SAN JOAQUIN","6011 E PINE, LODI, SAN JOAQUIN, CA",38.1340893,-121.2428789
"33","SC","800113","SC","ROHR, INC.","8200 ARLINGTON AVE","RIVERSIDE","92503","8711","RIV",NA,"7.2","0.02","0.86","SOUTH COAST AQMD",NA,NA,"0.278668","2023","RIVERSIDE","8200 ARLINGTON AVE, RIVERSIDE, RIVERSIDE, CA",33.9444678,-117.4597639
"10","SJV","1076","SJU","SAN JOAQUIN FIGS","3564 N HAZEL AVE","FRESNO","93722","723","FRE",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2023","FRESNO","3564 N HAZEL AVE, FRESNO, FRESNO, CA",36.7892724,-119.849827
"10","SJV","3029","SJU","SAN JOAQUIN FIGS","6875 NORTH VAN BUREN AVE","FRESNO","93722","723","FRE",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2023","FRESNO","6875 NORTH VAN BUREN AVE, FRESNO, FRESNO, CA",36.8373287,-119.9164625
"41","SF","861","BA","SAN MATEO WATER QUALITY CONTROL PLANT","2050 DETROIT DRIVE","SAN MATEO","94404","4952","SM","47.69","4.3","0",NA,"BAY AREA AQMD",NA,NA,"16.8147876","2023","SAN MATEO","2050 DETROIT DRIVE, SAN MATEO, SAN MATEO, CA",37.5692895,-122.2964187
"12","NC","95","NCU","SCHMIDBAUER LUMBER","1099 WEST WATERFRONT DRIVE","EUREKA","95501","2421","HUM","86.29",NA,NA,NA,"NORTH COAST UNIFIED AQMD",NA,"A","0.716904","2023","HUMBOLDT","1099 WEST WATERFRONT DRIVE, EUREKA, HUMBOLDT, CA",40.7963233,-124.1830712
"37","SD","92235","SD","SD UNIFIED PORT DIST HARBOR FUMIGATION INC","802 TERMINAL ST","SAN DIEGO","92101","4422","SD",NA,NA,NA,NA,"SAN DIEGO COUNTY APCD",NA,NA,"0","2023","SAN DIEGO","802 TERMINAL ST, SAN DIEGO, SAN DIEGO, CA",32.7019602,-117.1577628
"58","SV","34016","FR","SHOEI FOODS (U.S.A.) INC","1900 FEATHER RIVER BLVD","OLIVEHURST",NA,"723","YUB","1.38",NA,NA,NA,"FEATHER RIVER AQMD",NA,NA,"394","2023","YUBA","1900 FEATHER RIVER BLVD, OLIVEHURST, YUBA, CA",39.1097056,-121.5809304
"20","SJV","8233","SJU","SIERRA VALLEY ALMONDS","12828 ROAD 26","MADERA","93637","723","MAD",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"12144.00005","2023","MADERA","12828 ROAD 26, MADERA, MADERA, CA",36.9357676,-120.0741771
"19","SC","105277","SC","SULLY MILLER CONTRACTING CO","2600 BUENA VISTA ST","IRWINDALE","91706","3273","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.29311545","2023","LOS ANGELES","2600 BUENA VISTA ST, IRWINDALE, LOS ANGELES, CA",34.117513,-117.985042
"19","SC","4988","SC","SULLY MILLER CONTRACTING CO.","5625 SOUTHERN AVE","SOUTH GATE","90280","1611","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.33031028","2023","LOS ANGELES","5625 SOUTHERN AVE, SOUTH GATE, LOS ANGELES, CA",33.944992,-118.169593
"36","MD","2933","MOJ","SULLY-MILLER CONTRACTING CO- AIR EXPRESSWAY","15650 AIR EXPRESSWAY","VICTORVILLE","92392","1429","SBD",NA,"8.72","0.68","0.25","MOJAVE DESERT AQMD",NA,NA,"0.145001729","2023","SAN BERNARDINO","15650 AIR EXPRESSWAY, VICTORVILLE, SAN BERNARDINO, CA",34.5670108,-117.323069
"19","SC","19390","SC","SULLY-MILLER CONTRACTING CO.","11462 PENROSE ST","SUN VALLEY","91352","1611","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.19690339","2023","LOS ANGELES","11462 PENROSE ST, SUN VALLEY, LOS ANGELES, CA",34.2223736,-118.380601
"51","SV","16004","FR","SUNSWEET GROWERS INC.","901 NORTH WALTON AVENUE","YUBA CITY","95991","723","SUT","4.84",NA,NA,NA,"FEATHER RIVER AQMD",NA,NA,"0","2023","SUTTER","901 NORTH WALTON AVENUE, YUBA CITY, SUTTER, CA",39.1387038,-121.6412971
"15","SJV","2747","SJU","SUNVIEW COLD STORAGE","31548 PETERSON RD","MCFARLAND","93250","4222","KER",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"524.9999762","2023","KERN","31548 PETERSON RD, MCFARLAND, KERN, CA",35.704532,-119.2284268
"54","SJV","2785","SJU","SUNVIEW COLD STORAGE","315 N FRONT ST","EARLIMART","93219","4222","TUL",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2023","TULARE","315 N FRONT ST, EARLIMART, TULARE, CA",35.8862975,-119.2741478
"37","SD","10158","SD","SUPERIOR READY MIX LP","500 N TULIP ST","ESCONDIDO","92025","5032","SD",NA,NA,NA,NA,"SAN DIEGO COUNTY APCD",NA,NA,"0.075287578","2023","SAN DIEGO","500 N TULIP ST, ESCONDIDO, SAN DIEGO, CA",33.1201862,-117.0997032
"34","SV","2","SAC","TEICHERT PERKINS PLANT","8760 KIEFER BLVD","SACRAMENTO","95826","1423","SAC","82.89",NA,NA,NA,"SACRAMENTO METROPOLITAN AQMD",NA,NA,"0.592961181","2023","SACRAMENTO","8760 KIEFER BLVD, SACRAMENTO, SACRAMENTO, CA",38.5469968,-121.3758623
"20","SJV","8416","SJU","THE ALMOND COMPANY","2900 AIRPORT DRIVE","MADERA","93637","723","MAD",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"143.9999938","2023","MADERA","2900 AIRPORT DRIVE, MADERA, MADERA, CA",36.9921045,-120.1064319
"10","SJV","633","SJU","THE HMC GROUP COLD STORAGE, INC","13138 S BETHEL AVE","KINGSBURG","93631","723","FRE",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"809.0999722","2023","FRESNO","13138 S BETHEL AVE, KINGSBURG, FRESNO, CA",36.5440795,-119.5716967
"47","NEP","31","SIS","TIMBER PRODUCTS","130 N PHILLIPE LANE","YREKA","96097","2436","SIS",NA,NA,NA,NA,"SISKIYOU COUNTY APCD",NA,NA,"0.00094","2023","SISKIYOU","130 N PHILLIPE LANE, YREKA, SISKIYOU, CA",41.7358241,-122.5926002
"19","SC","181667","SC","TORRANCE REFINING COMPANY LLC","3700 W 190TH ST","TORRANCE","90504","2911","LA",NA,"7.7","0.5","0.2","SOUTH COAST AQMD",NA,NA,"51.43077996000000002","2023","LOS ANGELES","3700 W 190TH ST, TORRANCE, LOS ANGELES, CA",33.858244,-118.336986
"54","SJV","634","SJU","TREEHOUSE CALIFORNIA ALMONDS LLC","2115 ROAD 144","DELANO","93215","723","TUL",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2023","TULARE","2115 ROAD 144, DELANO, TULARE, CA",35.7887342,-119.2231196
"15","MD","601","KER","TRICAL, INC.","1667 PURDY AVENUE","MOJAVE","93501","2879","KER","0.9",NA,NA,NA,"EASTERN KERN APCD",NA,NA,"627.0000011","2023","KERN","1667 PURDY AVENUE, MOJAVE, KERN, CA",35.0251787,-118.1460147
"50","SJV","8778","SJU","TURLOCK WALNUT COMPANY","400 D ST","TURLOCK","95380","723","STA",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2023","STANISLAUS","400 D ST, TURLOCK, STANISLAUS, CA",37.4875556,-120.8456215
"48","SF","12626","BA","VALERO REFINING COMPANY - CALIFORNIA","3400 E 2ND STREET","BENICIA","94510","2911","SOL","2521.85","9.1","0.02","0","BAY AREA AQMD",NA,NA,"43.06086956","2023","SOLANO","3400 E 2ND STREET, BENICIA, SOLANO, CA",38.0729751,-122.1458649
"19","MD","1759","AV","VULCAN - 7107 E AVENUE T","7107 EAST AVENUE T","LITTLEROCK","93543","2951","LA","1.75",NA,NA,NA,"ANTELOPE VALLEY AQMD",NA,NA,"0.04313908","2023","LOS ANGELES","7107 EAST AVENUE T, LITTLEROCK, LOS ANGELES, CA",34.5300795,-117.9941424
"15","SJV","363","SJU","VULCAN MATERIALS CO, WESTERN DIV","8517 PANAMA LN","BAKERSFIELD","93311","2951","KER",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.057039965","2023","KERN","8517 PANAMA LN, BAKERSFIELD, KERN, CA",35.2960673,-119.0973305
"36","SC","181597","SC","VULCAN MATERIALS COMPANY","5705 N INSTITUTION RD","SAN BERNARDINO","92407","9999","SBD",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.05021","2023","SAN BERNARDINO","5705 N INSTITUTION RD, SAN BERNARDINO, SAN BERNARDINO, CA",34.1808283,-117.3767772
"37","SD","200706271","SD","VULCAN MATERIALS COMPANY WESTERN DIVISION","7522 PASEO DE LA FUENTE","SAN DIEGO","92154","1442","SD",NA,NA,NA,NA,"SAN DIEGO COUNTY APCD",NA,NA,"0.13851031","2023","SAN DIEGO","7522 PASEO DE LA FUENTE, SAN DIEGO, SAN DIEGO, CA",32.5709139,-116.9152541
"37","SD","6306","SD","VULCAN MATERIALS WESTERN DIVISION CALMAT","10051 BLACK MOUNTAIN RD","SAN DIEGO","92126","1442","SD",NA,NA,NA,NA,"SAN DIEGO COUNTY APCD",NA,NA,"0.09748557","2023","SAN DIEGO","10051 BLACK MOUNTAIN RD, SAN DIEGO, SAN DIEGO, CA",32.9020957,-117.1238637
"36","MD","1124","MOJ","VVWRA - 20111 SHAY","20111 SHAY ROAD","VICTORVILLE","92394","4952","SBD","3.88",NA,NA,NA,"MOJAVE DESERT AQMD",NA,NA,"354.5206457","2023","SAN BERNARDINO","20111 SHAY ROAD, VICTORVILLE, SAN BERNARDINO, CA",34.5833614,-117.3474578
"1","SF","2066","BA","WASTE MANAGEMENT OF ALAMEDA COUNTY","10840 ALTAMONT PASS RD","LIVERMORE","94551","4953","ALA","1195.09","7.9","0.11",NA,"BAY AREA AQMD",NA,NA,"0.92377415","2023","ALAMEDA","10840 ALTAMONT PASS RD, LIVERMORE, ALAMEDA, CA",37.7163616,-121.7078948
"54","SJV","8135","SJU","WAWONA PACKING","12133 AVENUE 408","CUTLER","93615","723","TUL",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.733714412","2023","TULARE","12133 AVENUE 408, CUTLER, TULARE, CA",36.530327,-119.3018447
"54","SJV","3338","SJU","WES PAK INC","4572 AVENUE 400","DINUBA","93618","723","TUL",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2023","TULARE","4572 AVENUE 400, DINUBA, TULARE, CA",36.5342308,-119.3805667
